036:036	due_	visiting SOURCE due_ to_ meet with	;mdc 01 dec 2007
044:044	due_	due_ to_ ENTITYSKIP for_ meeting with	;ab 31 dec 2005
0311:0311	due_	is_ due_ establish flight	;bk 09 jul 2007
044:044	due_	due_ in_ ENTITYSKIP for_ talks with	;ab 18 nov 2005
042:043	due_	due_ to_ visit ENTITYSKIP troubled	;ab 31 dec 2005
0334:0355	due_	due_ in_ TARGET join peacekeep	;sls 12 dec 2007
090	due_	due_ to_ start mission	;ab 31 dec 2005
042:043	due_	due_ leave on tour of_	;sls 16 mar 2008
036	due_	due_ in_ TARGET for_visit	;oy 23 jul 2003
036:036	due_	due_ to_hold talks	;oy 23 jul 2003
036	due_	due_ to_leave for_	;oy 23 jul 2003
036	due_	due_ to_arrive in_	;oy 23 jul 2003
036:036	due_	due_ in_ TARGET for_ talks	;sls 14 nov 2007
036	due_	due_ to_fly into_	;oy 23 jul 2003
036:036	due_	was due_ to_meet	;jap 16 sep 2002
014	due_	due__to_decide	;bert 12/27/97
046:046	due_	BOTHST due_ to_ meet in_ ENTITYSKIP	;ab 31 dec 2005
036:036	due_	due_ in_ ENTITYSKIP to_ meet	;sls 31 mar 2008
036:036	due_	due_ for_ visit	;ab 08 jul 2003
036:036	due_	due_ to_ visit	;ab 08 jul 2003
0312	due_	due_ to_ train	;ab 31 dec 2005
036	due_	{ were | was } due_ in_	;oy 23 jul 2003
036:036	due_	due_ to_ meet	;ab 31 dec 2005
036:036	due_	is_ due_ in_	;ab 31 dec 2005
---	due_	is_ due_ to_	;bnl 04 apr 2003
---	duel	duel	;shan   6/25/93
194	duel	artillary duel	
---	dug	dug	;ab 18 nov 2005
193	dynamited	dynamited	;hux 11/26/97
---	ease	ease	;jw   11/14/91
080:080	ease	tension ease between BOTHST	;oy 14 mar 2006
080	ease	ease restriction	;mj 18 jan 2006
087	ease	ease off_ attacks	;mj 27 apr 2006
085	ease	ease sanctions	;jap 4/20/01
0813	ease	ease curfew	
087	ease	ease rocket	;tap 31 jan 2007
---	easing	easing	;shan   11/17/93
0871	easing	tensions easing	;shan   11/17/93
---	echo	echo	;oy 25 jul 2003
051	echo	echo TARGET calls	;oy 25 jul 2003
---	edge	edge	;oy 08 mar 2006
031:031	edge	edge closer coalition	;oy 08 mar 2006
---	elect	elect	;jw   12/2/91
---	elect	presidential_elect	;pas 98.3.10
143	elect	TARGET elect boycott by_ SOURCE	;ab 31 dec 2005
---	elect	elect next_year	;hux 10/4/97
012	elect	unlikely elect	
012	elect	elect unlikely	
030	elect	let hold elect	
051	elect	applaud elect	
051	elect	elect to_ head SOURCE	;oy 23 jul 2003
---	elect	elect_laws	;ns 6/28/01
051	elect	TARGET elect by_ SOURCE	;shan 1/6/94
---	eliminat	eliminat	;ab 18 nov 2005
081	eliminat	eliminat restriction	;ab 18 nov 2005
---	embargo	embargo	;oy 07 mar 2006
128	embargo	flight in_ defiance of_ embargo	;jap 18 jan 2003
111	embargo	said in_ defiance of_ embargo	
128	embargo	send in_ defiance of_ embargo	;jap 18 jan 2003
085	embargo	crack in_ embargo	;ab 18 nov 2005
---	embark	embark	;lrp 13 jun 2003
046:046	embark	and TARGET embark on_ negotiations	;elh 21 may 2008
039	embark	set to_ embark on_ TARGET peace initiative	;ab 10 jul 2003
124	embark	embark diplomatic offensive	;oy 18 mar 2006
042:043	embark	embark on_ tour of_	;oy 16 mar 2006
036	embark	embark on_ tour to_	;sls 25 mar 2008
042:043	embark	embark on_ visit_	;mj 29 dec 2005
042:043	embark	embark on_ TARGET tour	;lrp 13 jun 2003
042:043	embark	embark on_ trip	;ab 31 dec 2005
---	embolden	embolden	;ab 31 dec 2005
---	embrac	embrac	;ab 18 nov 2005
050	embrac	embrac new relation	;ab 18 nov 2005
050	embrac	embrac TARGET as_ partner	;ab 31 dec 2005
051	embrac	embrac	;sls 03 oct 2007
---	embroil	embroil	;oy 09 mar 2006
120:120	embroil	BOTHST are embroil in dispute	;oy 09 mar 2006
---	emerg	emerg	;ab 31 dec 2005
045	emerg	emerg as_ mediator in_ TARGET war	;ab 31 dec 2005
040:040	emerg	BOTHST emerg from_ meeting	;sls 02 oct 2007
---	emphasiz	emphasiz	;ai 20 may 2008
019	emphasiz	emphasiz cooperation	;ai 20 may 2008
---	empt	empt	;ab 18 nov 2005
201	empt	empt ENTITYSKIP of_	;ab 18 nov 2005
---	en_route	en_route	;oy 23 jul 2003
042:043	en_route	en_route to_	;oy 23 jul 2003
---	enable	enable	;oy 07 mar 2006
087:087	enable	enable SOURCE and TARGET to_ disengage	;oy 07 mar 2006
---	enact	enact	;bk 02 jul 2007
---	encounter	encounter	;shan   8/9/93
012	encounter	encounter reluctance	
051	encourag	encourag	;shan   9/6/93
013	encourag	encourag by progress in_	;ab 31 dec 2005
130	encourag	encourag slaughter of_	;ab 31 dec 2005
013	encourag	said was_encourag by_	;jap 4/26/01
026	encourag	encourag TARGET enter talks	;ab 31 dec 2005
---	encourag	likely to_ encourag	;ab 31 dec 2005
012	encourag	encourag mudsling	;hux 1/8/98
013	encourag	said were encourag	
020	encourag	encourag TARGET play role	;ab 31 dec 2005
051	encourag	TARGET decision encourag	;oy 17 mar 2006
012	encourag	said not encourag	; pas 98.3.2
026	encourag	encourag TARGET discuss	;ab 31 dec 2005
0211	encourag	encourag TARGET invest	;sls 02 oct 2007
013	encourag	TARGET { was | were } encourag SOURCE	;bnl 09 jan 2002
013	encourag	TARGET encourag by_ SOURCE	;jap 4/17/01
---	end_	end_	;jw   11/13/91
087	end_	end_ blockade of_	;spk 11 apr 2008
0356	end_	will end_ military offensive	;oy 05 mar 2006
111	end_	said TARGET killed plan to_ end_ war	
164:164	end_	abrupt end_ talks between	;sls 19 mar 2008
0871	end_	end_ { hostilities | gunfire | fight }	
040	end_	end_ meeting	;shan 10/2/95
164:164	end_	end_ talks	;oy 13 mar 2006
130	endanger	endanger	;jw 9/29/91
131	endanger	endanger interests	
---	ended	ended	;jw   11/13/91
030	ended	ended blockade of_	;spk 03 apr 2008
042:043	ended	ended visit to_	;spk 29 nov 2007
164:164	ended	peace_talk between BOTHST have_ ended	;ab 31 dec 2005
087	ended	ended incursion into ENTITYSKIP to_ fight	;oy 09 mar 2006
0874	ended	incursion in_ ENTITYSKIP against TARGET ended	;oy 11 mar 2006
164:164	ended	ended reunification talks	;oy 13 mar 2006
085	ended	partially ended boycott of	;sls 13 jul 2007
150	ended	ended military manoeuvres	;sls 02 apr 2008
040:040	ended	ended strategy session	;ab 31 dec 2005
0874	ended	have ended operation	;hux 10/3/97
162	ended	ended supply flights	;ab 31 dec 2005
1621	ended	ended financial aid	;oy 25 jul 2003
0872	ended	ended blockade of_	;sls 16 nov 2007
042:043	ended	ended visit to_	;sls 03 oct 2007
040	ended	ended meeting	;shan 10/2/95
082	ended	ended protest	;oy 23 jul 2003
042:043	ended	ended mission	;ab 31 dec 2005
042:043	ended	ended tour of_	;sls 02 oct 2007
081	ended	ended search	;oy 25 jul 2003
0871	ended	ended { hostilities | fight | gunfire }	
082	ended	ended strike	;ab 31 dec 2005
080	ended	ended row_	;ab 31 dec 2005
051	endorse	endorse	;jw   11/14/91
057	endorse	endorse agreements during	;elh 10 jun 2008
051	endorse	endorse plan to_ disqualify	;uwe 8/24/97
012	endorse	reluctant to_ endorse	;ab 31 dec 2005
1384	endorse	endorse strike in_	;ab 18 nov 2005
051	endorse	endorse deal	;jon 5/5/95
---	enforc	enforc	;oy 09 oct 2006
1431	enforc	ENTITYSKIP enforc countrywide strike	;elh 20 may 2008
1324	enforc	martial law could be enforc in_	;oy 04 mar 2006
163	enforc	enforc sanction against	;ab 31 dec 2005
1056	enforc	enforc a_ceasefire	;ab 31 dec 2005
163	enforc	enforc ban fly over	;ss 27 jun 2007
100	enforc	enforc ultimatum	
163	enforc	enforc sanctions	
---	enforc	enforc agenc	;shan 1/7/94
100	enforc	must enforc	
---	engage	engage	;shan   8/12/93
062	engage	engage in_ mock dog fight	;ms 04 mar 2008
0874	engage	troops engage in withdrawal from	;oy 11 mar 2006
036:036	engage	BOTHST agree to_ engage in_ dialogue	
190:190	engage	engage in_ conflict with_	;oy 23 jul 2003
060	engage	engage in_ effort to_ free	;sls 18 nov 2007
111:111	engage	engage in_ war_of_words	;sls 14 jan 2008
040:040	engage	engage in_ contact with	;sls 07 apr 2008
030	engage	engage in_ diplomacy	;ab 31 dec 2005
0311:0311	engage	will engage in_ trade	;bnl 11 dec 2002
111	engage	engage verbal battle	;ab 31 dec 2005
193	engage	engage in_ gunfight	;ai 09 may 2008
190	engage	BOTHST engage in_ battle	;tb 17 nov 2006
190:190	engage	BOTHST engage in_ fight	;tap 01 feb 2007
190	engage	BOTHST engage in_ clash	;tb 27 mar 2007
190	engage	troops engage	;jon 5/24/95
190	engage	engage fire	
---	enhance_	enhance_	
061	enhance_	enhance_ trade_exchanges	
---	enjoy	enjoy	;elh 03 jun 2008
030:030	enjoy	BOTHST enjoy cultural ties	;elh 03 jun 2008
---	enquire	enquire	;oy 25 jul 2003
---	enrage	enrage	;hux 12/30/97
062:062	enrage	troops enrage mock battle	;ss 25 jun 2007
050	enrage	enrage_in diplomatic	;ss 25 jun 2007
111	enrage	were enrage	;hux 12/30/97
---	enroll	enroll	;ms 04 jan 2008
060	enroll	enroll in_ TARGET schools	;ms 04 jan 2008
---	ensure	ensure	;oy 02 mar 2006
012	ensure	said could not ensure safety of_	
012	ensure	said not ensure safety of_	
013	ensure	said ensure security	
0332	ensure	ensure security	;ab 31 dec 2005
---	enter	enter	
062	enter	BOTHST enter era_ in_ combatting	;spk 03 dec 2007
036	enter	could enter dialogue with	;oy 09 mar 2006
062	enter	formally TARGET troops enter	;ab 31 dec 2005
138	enter	may enter TARGET to_ hunt down	;oy 11 mar 2006
128	enter	boat enter demilitari	;sls 26 sep 2007
140	enter	enter TARGET in defiance	;ss 02 jul 2007
192	enter	TARGET said SOURCE troop enter { town | village | headquarter }	;ab 31 dec 2005
010	enter	said enter into	
080	enter	allow to_ enter	
192	enter	troops enter	;oy 11 mar 2006
046:046	enter	enter talks	;jap 9/8/01
192	enter	tanks enter	;sls 27 nov 2007
057:057	enter	enter pact	;rlh 7/18/2001
190	enter	enter fir_	;bk 29 jun 2007
---	equip	equip	;oy 13 mar 2006
154	equip	equip with_ rifles await battl	;sls 07 oct 2007
---	equip	nationals equip with_	;ns 6/28/01
072	equip	equip with_ missiles	
1711	equip	hold impounded equip	;ab 31 dec 2005
190	equip	blew up_ equip	;jon 5/8/95
---	erect	erect	;hux 10/7/97
160	erect	ENTITYSKIP said SOURCE erect fence along border with	;sms 10 dec 2007
073	erect	erect shelters_and_rush_aid	;ab 18 nov 2005
073	erect	erect shelters_and	;ab 18 nov 2005
160	erect	erect barrier	;hux 10/7/97
---	erupt	erupt	;shan   9/6/93
110:110	erupt	enmity between BOTHST erupt	;sls 07 oct 2007
194	erupt	rocket duels erupt	;shan 1/4/94
194	erupt	artillery erupt	;oy 25 jul 2003
140	erupt	revolt erupt	;maribel 2/23/98
190:190	erupt	fight erupt	;oy 25 jul 2003
---	escap	escap	;ab 18 nov 2005
010	escap	escap unhurt when came under attack from	;elh 09 may 2008
166	escap	carrying evacuee escap	;tb 26 oct 2006
---	establish	establish	;ab 18 nov 2005
031	establish	said planned establish diplomatic relations	;sls 11 jul 2007
054:054	establish	establish diplomatic_representation	;jap 9/8/01
054	establish	establish diplomatic_relations	;jap 9/6/01
1232	establish	not_establish diplomatic_ties	;tb 22 aug 2006
054:054	establish	establish diplomatic ties with_	;sls 04 oct 2007
013	establish	{ favoured | favored } establish of_ state	
154	establish	establish military outposts	
054	establish	BOTHST establish diplomatic ties	;jap 8/31/01
030	establish	will establish ties with_	;hux 10/7/97
054	establish	establish official ties	
046:046	establish	BOTHST have establish dialogue	;sls 18 sep 2007
040	establish	establish contact with_	;sls 05 mar 2008
054	establish	establish relations	
---	establish	establish_whether	;jw 10/1/91
0331	establish	establish aid fund	;ab 31 dec 2005
030:030	establish	BOTHST establish joint	;jon 2/19/96
030	establish	establish link	;hux 1/4/98
---	evacuat	evacuat	;jw   11/13/91
074	evacuat	evacuat to_ SOURCE for medical treatment	;sls 21 mar 2008
160	evacuat	evacuat foreign_nationals	;ab 31 dec 2005
160	evacuat	evacuat nationals from_	;sls 09 oct 2007
160	evacuat	citizens evacuat from_	;mj 30 oct 2006
160	evacuat	evacuat citizens from_	;mj 30 oct 2006
160	evacuat	evacuat citizens flee	;mj 30 oct 2006
0874	evacuat	evacuat positions in_	;ns 04 feb 2002
160	evacuat	evacuat citizens from	;ab 31 dec 2005
174	evacuat	ordered to_ evacuat	;shan 1/5/94
161	evacuat	evacuat embassy in_	;sls 28 nov 2007
160	evacuat	said evacuat staff	
160	evacuat	evacuat nationals	;ab 31 dec 2005
073	evacuat	evacuat families	;tb 16 aug 2006
014	evacuat	no_ plan evacuat	
174	evacuat	told to_ evacuat	;shan 1/5/94
073	evacuat	evacuat TARGET refugee	;ab 18 nov 2005
160	evacuat	evacuat camp in_	;oy 02 mar 2006
138	evacuat	may evacuat area	;oy 10 mar 2006
0874	evacuat	evacuat TARGET occupy	;oy 15 mar 2006
160	evacuat	evacuat from_	;mj 31 oct 2006
160	evacuat	evacuat staff	
160	evacuat	evacuat	;tap 14 mar 2007
---	evad	evad	;bk 01 jul 2007
011	evad	evad question	;bk 01 jul 2007
---	evict	evict	;ab 18 nov 2005
174	evict	evict from_ home	;ab 18 nov 2005
174	evict	started evict	;ab 18 nov 2005
174	evict	evict settler	;sls 28 mar 2008
090	examin	examin	;oy 25 jul 2003
014	examin	examin conditions for_	;spk 13 nov 2007
037	examin	examin initiativ to_ end of_	;spk 14 mar 2008
014	examin	examin proposal	;ab 31 dec 2005
014	examin	examin request	;oy 09 mar 2006
---	exchang	exchang	
046:046	exchang	BOTHST exchang idea to_	;spk 21 apr 2008
031	exchang	exchang with	;elh 19 may 2008
046	exchang	ENTITYSKIP SOURCE exchang views with	;elh 19 may 2008
193	exchang	and_ TARGET exchang heavy gunfire	;elh 27 may 2008
194:194	exchang	exchang artillery and rocket fire	
194:194	exchang	BOTHST exchang artillery and mortar fire	;ab 18 nov 2005
194:194	exchang	exchang mortar_and_artillery	;ab 18 nov 2005
193:193	exchang	wounded in_ exchang fire	;ab 31 dec 2005
040:040	exchang	BOTHST had exchang over lunch	;sls 07 apr 2008
111:111	exchang	exchang bitter words	
054:054	exchang	exchang ambassadors	
112:112	exchang	BOTHST exchang accusations	;ab 31 dec 2005
0841:0841	exchang	BOTHST exchang prisoners	;jon 1/3/96
194:194	exchang	artillery exchang	;j 5/15/95
0841:0841	exchang	exchang prisoners	
040:040	exchang	exchang messages	;maribel 2/26/98
193:193	exchang	BOTHST exchang gunfire_	;ai 09 may 2008
190:190	exchang	BOTHST exchang attacks	;bnl 5/17/01
193	exchang	BOTHST exchang fire in_ ENTITYSKIP	;bnl 05 may 2003
031	exchang	BOTHST exchang pledges	;ab 31 dec 2005
193:193	exchang	exchang mortar	;jon 1/10/96
194:194	exchang	rocket exchang	
193:193	exchang	BOTHST exchang shots	;sls 05 mar 2008
193:193	exchang	exchang fire	
---	exclud	exclud	;oy 09 oct 2006
1721	exclud	exclud party from elections	;oy 15 mar 2006
125	exclud	TARGET exclud from_ SOURCE summit	;sls 11 oct 2007
012	exclud	said exclud itself	
160	exclud	exclud TARGET from SOURCE	;oy 11 mar 2006
---	execut	execut	;hux 9/20/97
173	execut	execut TARGET for_ smuggling	;sls 10 oct 2007
130	execut	TARGET could face execut in_ SOURCE	;hux 10/17/97
138	execut	said would execut	;hux 1/6/98
186	execut	TARGET { has | have } been execut SOURCE	;rlm 01 mar 2002
186	execut	TARGET { was | were } execut SOURCE	;bnl 10 jan 2002
186	execut	have execut	;hux 3/21/98
1124	execut	said TARGET execut	;ab 31 dec 2005
180	execut	TARGET said SOURCE execut	;ss 29 jun 2007
1823	execut	execut TARGET stab	;sls 16 sep 2007
186	execut	TARGET execut in_ SOURCE	;hux 10/4/97
186	execut	TARGET execut by_ SOURCE	;hux 2/8/96
---	exercis	exercis	;shan   8/12/93
0312	exercis	exercis involving countries	;elh 09 may 2008
062:062	exercis	military exercis defence cooperation	;ss 29 jun 2007
150	exercis	exercis possible deployment in	;sls 13 jul 2007
062:062	exercis	BOTHST take part military exercis	;sls 03 oct 2007
150	exercis	mounted security exercis	;hux 3/20/98
062:062	exercis	exercis with TARGET troops	;sls 06 aug 2007
062:062	exercis	unload in_ TARGET exercis	;sls 27 sep 2007
062:062	exercis	joint exercis	;ss 26 jun 2007
062:062	exercis	BOTHST naval exercis	;sls 12 jul 2007
---	exerciz	exerciz	;shan   8/12/93
062:062	exerciz	BOTHST take part military exerciz	;sls 03 oct 2007
150	exerciz	mounted security exerciz	;hux 3/20/98
150	exerciz	military exerciz	
020	exhort	exhort	;bnl 6/10/01
081	exonerate	exonerate	;hux 11/26/97
080	exonerate	TARGET exonerate by_$	;hux 12/27/97
---	expand	expand	;shan   8/12/93
090	expand	expand investigation	; pas 98.3.9
050	expand	expand cooperation	;jap 9/8/01
170	expand	expand crackdown	;hux 2/22/98
---	expect	expect	;jw   11/13/91
0311	expect	and TARGET expect to_ see growth	;elh 30 may 2008
0312	expect	expect to_ announce dispatch of_	;spk 03 apr 2008
035	expect	expect to_ adopt system of_	;spk 15 apr 2008
025	expect	expect rol from_	;spk 15 apr 2008
030:030	expect	BOTHST expect to_ sign agreement	;spk 28 dec 2007
033	expect	{ is | are } expect to_ give aid to_	;spk 28 jan 2008
036:036	expect	expect to_ summit ENTITYSKIP on_	;spk 29 feb 2008
0311	expect	ENTITYSKIP is_ expect to_ submit proposal	;elh 08 may 2008
036	expect	meet between_ BOTHST issue expect	;spk 19 may 2008
094	expect	expect in_ TARGET to_ probe allegation of_ war crime	;ab 18 nov 2005
090	expect	is_ expect to_ decide whether to_ charge	;jap 18 jan 2003
053	expect	expect to_ submit to_ ENTITYSKIP provide support	;oy 18 mar 2006
0311:0311	expect	BOTHST expect establish economic relations	;sls 01 oct 2007
013	expect	expect to_sign peace_pact with_	;ab 31 dec 2005
0831	expect	expect to_ resign after election	;oy 17 mar 2006
012	expect	expect increase in_ air strikes	
036	expect	expect send official to_ summit	;sls 19 sep 2007
0331	expect	expect to_ allocate dollars to_	;elh 14 apr 2008
013	expect	expect new round of_ diplomacy	
170	expect	was expect to_ deliver verdict	;oy 15 mar 2006
0312	expect	expect to_ allow TARGET military base	;oy 03 sep 2006
0312:0312	expect	expect buy_ attack helicopter	;sls 16 sep 2007
014	expect	expect to_ disclose measures	;shan 9/20/95
013	expect	expect peace_talks to_ begin	;ats 13 dec 2001
012	expect	is expect to_ harden stand on_	;ab 31 dec 2005
012	expect	expect continued_conflict	;rlm 28 feb 2002
030	expect	was expect to_ give approval	;oy 18 mar 2006
013	expect	expect to_come_out_ahead	;bnl 7/30/01
---	expect	expect to_ dominate summit	;oy 24 jul 2003
031:031	expect	expect form coalition with	;oy 08 mar 2006
031	expect	TARGET expect to_ win election in_ SOURCE	;oy 17 mar 2006
020	expect	TARGET is expect to_be_asked by SOURCE	;oy 15 mar 2006
131	expect	expect expected to_ oust	;oy 17 mar 2006
0232	expect	expect ask TARGET for_ military	;sls 27 sep 2007
013	expect	expect reach agreement	;oy 24 jul 2003
036	expect	was expect in_ TARGET for_ talk	;oy 25 jul 2003
012	expect	expect increase strike	;oy 10 jul 2007
030	expect	expect ties with_+ resum	;sls 26 sep 2007
031	expect	TARGET expect to_ be_ elected	;oy 18 mar 2006
105	expect	expect TARGET to_ heed ruling	;oy 09 oct 2006
013	expect	expect TARGET meet deadline	;jon 2/19/96
---	expect	is_ expect to_ decide	;jap 18 jan 2003
0334	expect	expect in_ TARGET peacekeep	;ab 31 dec 2005
0254	expect	expect TARGET ease sanction	;sls 13 sep 2007
013	expect	expect negotiation	;hux 2/8/96
012	expect	said expect attack	;jon 2/19/96
010	expect	said did not expect	
012	expect	not expect TARGET to_ seek	;hux 10/7/97
020	expect	expect TARGET to_ respect	;oy 25 sep 2006
013	expect	expect agreement	
013	expect	expect to_ obtain	;bert 12/31/97
0331	expect	TARGET expect loan from_ SOURCE	;ab 30 nov 2005
012	expect	expect to_ differ	;sls 15 sep 2007
0212	expect	expect TARGET curb rebel	;mdc 01 dec 2007
013	expect	expect positive	;oy 02 mar 2006
010	expect	does_not expect	;sls 10 sep 2007
036:036	expect	expect visit by_	;sls 03 oct 2007
036	expect	{ is | are }_expect in_+	;oy 24 jul 2003
012	expect	expect condemn	
036:036	expect	expect to_come	;hux 1/6/98
030	expect	expect to_ back	;oy 06 mar 2006
036:036	expect	expect to_ meet	;sks 18 mar 2008
013	expect	not expect war	;uwe 97.9.19
042:043	expect	was expect in_	;ab 31 dec 2005
013	expect	expect pact	;jap 4/28/01
036	expect	{ is | are }_expect in_	;oy 24 jul 2003
036	expect	{ was | were } expect in_	;ab 31 dec 2005
036:036	expect	BOTHST expect meet	;sls 19 mar 2008
---	expedit	expedit	;bk 12 jul 2007
072	expedit	expedit arms_shipment to_	;tb 17 nov 2006
---	expel	expel	;oy 07 mar 2006
081	expel	TARGET came to_ SOURCE first time since expel	;ab 31 dec 2005
166	expel	expel for cooperating with	;oy 13 mar 2006
160	expel	expel TARGET officers from army	;oy 11 mar 2006
160	expel	expel TARGET from armed forces	;oy 10 mar 2006
1722	expel	expel from parliament	;oy 15 mar 2006
0841	expel	expel allowed return	
160	expel	expel from SOURCE on_ involv { in_ | with }	;oy 09 mar 2006
130	expel	will expel radical	;lrp 28 apr 2006
174	expel	expel diplomats	;ab 31 dec 2005
175	expel	expel TARGET protester	;sls 26 sep 2007
174	expel	TARGET { was | were } expel from SOURCE	
131	expel	plan_to_expel	; pas 98.3.2
161	expel	expel diplomat	;ab 30 nov 2005
174	expel	TARGET was expel after SOURCE	;ab 31 dec 2005
166	expel	expel officers	;oy 13 mar 2006
174	expel	TARGET { was | were } expel by_ SOURCE	
174	expel	TARGET expel by_ SOURCE from	;jon 5/24/95
161	expel	was expel from	;ab 31 dec 2005
174	expel	TARGET expel { by_ | from } SOURCE	;jon 2/22/96
130	expel	plan expel	;jon 2/22/96
174	expel	expel	;sls 02 oct 2007
###	experts say	experts say	;elh 10 apr 2008
010	explain	explain	;shan   8/5/93
101	explain	TARGET was_ordered to_ explain	;hux 1/5/98
---	explod	explod	;shan   2/20/93
183	explod	bomb explod of_ TARGET in_	;spk 14 mar 2008
183	explod	explod vehicle near	;ms 16 apr 2008
183	explod	explod in_ attempt by_ SOURCE assassinate	;ab 31 dec 2005
183	explod	landmine planted by SOURCE explod in_	;oy 06 oct 2006
183	explod	bomb explod at SOURCE office of_	;oy 13 mar 2006
194	explod	explod rocked village	
183	explod	timebomb explod	
183	explod	bombs explod in_	;jon 11/10/95
183	explod	explod went off	
111	explod	explod_in fury	;sls 10 oct 2007
183	explod	bombs explod	
183	explod	explod near	;ss 25 jun 2007
---	export	export	;shan   8/8/93
061	export	export to_ TARGET via	;spk 31 mar 2008
061	export	export passenger cars to_	;elh 08 may 2008
---	export	export countries	;hux 2/19/96
163	export	sanction export	
0311	export	will export oil	;oy 10 mar 2006
072	export	export guns	
010	express	express	;jw   11/13/91
051	express	express gratitude to_	;spk 20 nov 2007
012	express	express concern over	;elh 28 may 2008
012	express	ENTITYSKIP SOURCE express concern over clashes at_	;elh 05 may 2008
019	express	express determination	;bk 23 may 2008
111	express	BOTHST express shock at_ death	;spk 27 may 2008
013	express	express hope would reach compromise	
030	express	express hope diplomatic ties with_	;sls 01 oct 2007
111	express	express dissatisfaction with_	;hux 3/21/98
110	express	express fear TARGET could intervene	;oy 11 mar 2006
114	express	express official scepticism	;sls 10 sep 2007
014	express	express reservation strike	;jon 2/1/96
030	express	express willingness with_	;sls 19 nov 2007
110	express	express fury over TARGET decision	;sls 15 mar 2008
012	express	express outrage death of_	;ab 31 dec 2005
0311	express	express eager boost trade	;sls 11 mar 2008
036	express	express desire dialogue	;ab 31 dec 2005
012	express	express little optimism	;oy 13 mar 2006
110	express	express disappointment	;oy 15 mar 2006
110	express	express discontent with	;oy 25 sep 2006
110	express	express misgiving over	;oy 11 mar 2006
138	express	express TARGET would be topple	;sls 05 oct 2007
051	express	express satisfaction	;bnl 28 jan 2002
012	express	express exasperation	;jap 9/8/01
111	express	express condemnation	;oy 25 jul 2003
012	express	express concern about	;ab 31 dec 2005
013	express	express appreciation	;ab 31 dec 2005
012	express	join express concern	
110	express	express indignation	
110	express	express displeasure	;oy 25 jul 2003
110	express	express frustration	;oy 18 mar 2006
013	express	express willingness	;ab 31 dec 2005
110	express	express disapproval	;sls 27 sep 2007
110	express	express mistrust of_	;sls 27 sep 2007
110	express	express resentment_	;ai 09 may 2008
018	express	express sympathies	;tb 28 apr 2006
051	express	express solidarity	;oy 24 jul 2003
110	express	express discontent	;sls 18 sep 2007
110	express	express opposition	;sls 18 sep 2007
012	express	express impatience	;ab 31 dec 2005
110	express	express reluctance	;oy 14 mar 2006
012	express	express skepticism	;ms 22 jan 2008
018	express	express condolence	;ai 20 may 2008
012	express	express pessimism	;jap 9/6/01
111	express	express revulsion	;ns 30 dec 2001
013	express	express readiness	;ab 30 nov 2005
110	express	express regret at_	;oy 06 oct 2006
051	express	express gratitude	;sls 21 aug 2007
012	express	express wariness	;ns 7/5/01
012	express	express distress	;ns 10 jan 2002
012	express	express distrust	;ab 30 nov 2005
013	express	express optimism	;ab 31 dec 2005
018	express	express sympathy	;oy 16 mar 2006
051	express	express support	
111	express	express outrage	
012	express	express concern	;bnl 04 jan 2002
012	express	express anxiety	;ab 30 nov 2005
018	express	express sadness	;ab 31 dec 2005
051	express	express backing	;ab 31 dec 2005
051	express	express delight	;oy 18 mar 2006
012	express	express caution	;sls 14 jan 2008
012	express	express shock_	;mj 31 jan 2007
012	express	express { apprehension | misgiving | disappointment | hostility }	;hux 3/15/98
012	express	express { alarm | grief | displeasure | reservation | fear }	;pas 97.10.95
013	express	express { confidence | pleasure | optimism | hope | relief }	
051	express	express { understanding | satisfaction }	
012	express	express { surprise | concern | dismay }	;hux 11/26/97
018	express	express { condolences | regret }	;shan 9/18/95
018	express	express sorrow	;uwe 8/23/97
012	express	express regret	;bnl 16 jan 2002
012	express	express horror	;ab 31 dec 2005
111	express	express anger	;jon 5/31/95
012	express	express shock	;ab 31 dec 2005
012	express	express doubt	;ab 31 dec 2005
020	express	express wish	
013	express	express hope	;ns 09 jan 2002
018	express	express sad	;ab 30 nov 2005
---	expul	expul	;ab 30 nov 2005
203	expul	ethnic expul of_	;ab 30 nov 2005
---	extend	extend	
081	extend	extend ceasefire	;spk 05 nov 2007
030	extend	extend contract with_	;spk 28 feb 2008
051	extend	extend felicitat to_	;spk 15 may 2008
051	extend	extend congratulat to_	;spk 15 may 2008
1011	extend	TARGET must extend customs_accord to_ SOURCE	;bk 25 jun 2007
1724	extend	extend state of emergency in_	;oy 08 mar 2006
074	extend	extend mandate of ENTITYSKIP to_ protect	;oy 08 mar 2006
074	extend	extend mandate ENTITYSKIP peacekeep in_	;oy 14 mar 2006
072	extend	extend military { assistance | aid }	
072	extend	extend military presence	
163	extend	extend ban on_ import from	;oy 25 jul 2003
074	extend	extend troops to_ protect	;oy 02 mar 2006
074	extend	extend mandate of ENTITYSKIP protect	;oy 09 mar 2006
090	extend	extend mandate of_ prob of	;sls 26 mar 2008
073	extend	extend humanitarian aid	;ab 31 dec 2005
0331	extend	prepared extend credit	
071	extend	extend loan to_ lebanon	;sls 04 oct 2007
074	extend	extend mandate monitor	;sls 02 mar 2008
173	extend	extend detention of_	;ns 13 jan 2002
074	extend	extend peacekeeping	;ab 31 dec 2005
050	extend	extend olive branch	;ab 31 dec 2005
071	extend	extend economic aid	
